Time_ms,Mode,Setpoint_RPM,Setpoint_PWM,Actual_RPM,PWM_Output,Voltage_V,Delta_Count,Raw_RPM,X_hat,Dir,KF_W,KF_V,TrustRatio,LQG_L,NoiseN,NoiseDone
1139420,0,0,250,44.55,250,3.003,7,44.81,44.55,1,1.974374,9.871872,0.2,0.303981,1000,1
1139430,0,0,250,44.61,250,3.003,7,44.81,44.61,1,1.974374,9.871872,0.2,0.303981,1000,1
1139440,0,0,250,44.65,250,3.003,7,44.81,44.65,1,1.974374,9.871872,0.2,0.303981,1000,1
1139450,0,0,250,44.68,250,3.003,7,44.81,44.68,1,1.974374,9.871872,0.2,0.303981,1000,1
1139460,0,0,250,44.71,250,3.003,7,44.81,44.71,1,1.974374,9.871872,0.2,0.303981,1000,1
1139470,0,0,250,44.73,250,3.003,7,44.81,44.73,1,1.974374,9.871872,0.2,0.303981,1000,1
1139480,0,0,250,44.75,250,3.003,7,44.81,44.75,1,1.974374,9.871872,0.2,0.303981,1000,1
1139490,0,0,250,44.76,250,3.003,7,44.81,44.76,1,1.974374,9.871872,0.2,0.303981,1000,1
1139500,0,0,250,44.77,250,3.003,7,44.81,44.77,1,1.974374,9.871872,0.2,0.303981,1000,1
1139510,0,0,250,43.5,250,3.003,6,38.41,43.5,1,1.974374,9.871872,0.2,0.303981,1000,1
1139520,0,0,250,45.04,250,3.003,8,51.22,45.04,1,1.974374,9.871872,0.2,0.303981,1000,1
1139530,0,0,250,43.72,250,3.003,6,38.41,43.72,1,1.974374,9.871872,0.2,0.303981,1000,1
1139540,0,0,250,45.22,250,3.003,8,51.22,45.22,1,1.974374,9.871872,0.2,0.303981,1000,1
1139550,0,0,250,43.86,250,3.003,6,38.41,43.86,1,1.974374,9.871872,0.2,0.303981,1000,1
1139560,0,0,250,44.05,250,3.003,7,44.81,44.05,1,1.974374,9.871872,0.2,0.303981,1000,1
1139570,0,0,250,44.2,250,3.003,7,44.81,44.2,1,1.974374,9.871872,0.2,0.303981,1000,1
1139580,0,0,250,44.32,250,3.003,7,44.81,44.32,1,1.974374,9.871872,0.2,0.303981,1000,1
1139590,0,0,250,44.42,250,3.003,7,44.81,44.42,1,1.974374,9.871872,0.2,0.303981,1000,1
1139600,0,0,250,45.78,250,3.003,8,51.22,45.78,1,1.974374,9.871872,0.2,0.303981,1000,1
1139610,0,0,250,44.31,250,3.003,6,38.41,44.31,1,1.974374,9.871872,0.2,0.303981,1000,1
1139620,0,0,250,44.41,250,3.003,7,44.81,44.41,1,1.974374,9.871872,0.2,0.303981,1000,1
1139630,0,0,250,44.49,250,3.003,7,44.81,44.49,1,1.974374,9.871872,0.2,0.303981,1000,1
1139640,0,0,250,44.55,250,3.003,7,44.81,44.55,1,1.974374,9.871872,0.2,0.303981,1000,1
1139650,0,0,250,44.61,250,3.003,7,44.81,44.61,1,1.974374,9.871872,0.2,0.303981,1000,1
1139660,0,0,250,45.93,250,3.003,8,51.22,45.93,1,1.974374,9.871872,0.2,0.303981,1000,1
1139670,0,0,250,44.43,250,3.003,6,38.41,44.43,1,1.974374,9.871872,0.2,0.303981,1000,1
1139680,0,0,250,44.5,250,3.003,7,44.81,44.5,1,1.974374,9.871872,0.2,0.303981,1000,1
1139690,0,0,250,44.57,250,3.003,7,44.81,44.57,1,1.974374,9.871872,0.2,0.303981,1000,1
1139700,0,0,250,44.62,250,3.003,7,44.81,44.62,1,1.974374,9.871872,0.2,0.303981,1000,1
1139710,0,0,250,44.65,250,3.003,7,44.81,44.65,1,1.974374,9.871872,0.2,0.303981,1000,1
1139720,0,0,250,45.97,250,3.003,8,51.22,45.97,1,1.974374,9.871872,0.2,0.303981,1000,1
1139730,0,0,250,44.46,250,3.003,6,38.41,44.46,1,1.974374,9.871872,0.2,0.303981,1000,1
